Part,%C,%Si,%Mn,%P,%S,%Cu,%Cr,%Ni,%Mo,%Sn,%Mg,%Ti,%Al,%B,%V,%Sb,%Nb,%Ce,%CE,%Reject
1,3.5,2.54,0.299,0.022,0.009,0.183,0.029,0.009,0.005,0.008,0.038,0.019,0.005,0.001,0.003,0.001,0,0,4.271,1.52
1,3.61,2.57,0.3,0.022,0.009,0.184,0.029,0.009,0.005,0.009,0.035,0.019,0.005,0.001,0.003,0.001,0,0,4.394,1.52
0,3.51,2.54,0.29,0.021,0.008,0.178,0.031,0.01,0.006,0.007,0.04,0.017,0.005,0.001,0.002,0,0,0,4.283,0.60
0,3.55,2.51,0.288,0.02,0.008,0.171,0.03,0.009,0.005,0.006,0.035,0.017,0.005,0.001,0.002,0,0,0,4.226,0.60
0,3.52,2.56,0.292,0.019,0.009,0.176,0.031,0.01,0.006,0.007,0.039,0.017,0.005,0.001,0.002,0,0,0,4.306,0.60
0,3.58,2.59,0.289,0.019,0.01,0.174,0.03,0.009,0.006,0.006,0.04,0.017,0.005,0.001,0.002,0,0,0,4.369,0.60
0,3.57,2.59,0.291,0.019,0.008,0.174,0.031,0.01,0.006,0.007,0.038,0.017,0.005,0.001,0.002,0,0,0,4.363,0.60
0,3.52,2.54,0.292,0.02,0.009,0.177,0.031,0.01,0.006,0.007,0.036,0.017,0.005,0.001,0.002,0,0,0,4.296,0.60
1,3.66,2.53,0.282,0.02,0.01,0.166,0.031,0.009,0.006,0.007,0.036,0.015,0.005,0.001,0.002,0,0,0,4.43,0.60
1,3.66,2.5,0.285,0.02,0.01,0.169,0.032,0.01,0.006,0.007,0.039,0.015,0.005,0.001,0.002,0,0,0,4.42,0.60
1,3.67,2.58,0.282,0.018,0.01,0.164,0.031,0.009,0.006,0.006,0.039,0.015,0.005,0.001,0.002,0,0,0,4.456,0.60
1,3.64,2.48,0.287,0.02,0.009,0.171,0.032,0.01,0.006,0.007,0.036,0.015,0.005,0.001,0.002,0,0,0,4.399,0.60
1,3.58,2.47,0.286,0.02,0.009,0.17,0.032,0.01,0.006,0.007,0.037,0.015,0.004,0.001,0.002,0,0,0,4.335,0.60
1,3.58,2.42,0.28,0.02,0.011,0.172,0.032,0.01,0.006,0.007,0.037,0.015,0.004,0.001,0.002,0,0,0,4.321,0.60
0,3.63,2.55,0.283,0.018,0.007,0.171,0.027,0.009,0.006,0.007,0.038,0.023,0.005,0.001,0.003,0.001,0,0,4.411,0.60
0,3.61,2.53,0.283,0.019,0.008,0.174,0.027,0.009,0.006,0.007,0.043,0.023,0.005,0.001,0.003,0.002,0,0,4.384,0.60
0,3.52,2.52,0.285,0.018,0.008,0.173,0.027,0.009,0.006,0.007,0.039,0.023,0.006,0.001,0.003,0.002,0,0,4.284,0.60
1,3.61,2.57,0.285,0.017,0.008,0.169,0.027,0.009,0.006,0.007,0.034,0.023,0.006,0.001,0.003,0.001,0,0,4.398,0.60
1,3.63,2.5,0.287,0.019,0.008,0.175,0.027,0.009,0.006,0.007,0.035,0.022,0.006,0.001,0.003,0.001,0,0,4.388,0.60
1,3.67,2.54,0.295,0.02,0.008,0.15,0.027,0.009,0.006,0.007,0.038,0.022,0.006,0.001,0.003,0.002,0,0,4.444,0.60
0,3.62,2.65,0.29,0.02,0.009,0.166,0.03,0.01,0.012,0.007,0.036,0.024,0.006,0,0.004,0,0,0,4.424,0.00
0,3.54,2.62,0.285,0.02,0.009,0.164,0.029,0.01,0.011,0.007,0.033,0.023,0.006,0,0.003,0,0,0,4.249,0.00
0,3.53,2.56,0.285,0.02,0.008,0.163,0.029,0.009,0.011,0.006,0.03,0.024,0.005,0,0.003,0,0,0,4.311,0.00
1,3.67,2.62,0.288,0.021,0.009,0.165,0.03,0.01,0.011,0.007,0.034,0.024,0.006,0,0.003,0,0,0,4.471,0.00
1,3.7,2.64,0.288,0.021,0.01,0.162,0.029,0.01,0.011,0.007,0.035,0.024,0.006,0.001,0.003,0,0,0,4.507,0.00
1,3.7,2.73,0.287,0.02,0.009,0.148,0.029,0.009,0.011,0.007,0.035,0.025,0.006,0.001,0.004,0,0,0,4.531,0.00
0,3.62,2.59,0.262,0.017,0.008,0.172,0.024,0.008,0.005,0.007,0.035,0.025,0.005,0,0.002,0,0,0,4.408,0.00
1,3.58,2.54,0.266,0.017,0.008,0.174,0.024,0.009,0.005,0.007,0.035,0.025,0.005,0,0.002,0.001,0,0,4.356,0.00
1,3.67,2.56,0.266,0.017,0.008,0.171,0.024,0.008,0.005,0.007,0.038,0.025,0.005,0,0.002,0.001,0,0,4.455,0.00
1,3.66,2.63,0.266,0.017,0.009,0.17,0.024,0.008,0.006,0.007,0.04,0.025,0.005,0,0.003,0,0,0,4.462,0.00
1,3.6,2.6,0.267,0.017,0.007,0.173,0.024,0.008,0.006,0.007,0.034,0.025,0.005,0,0.003,0.001,0,0,4.392,0.00
1,3.51,2.54,0.269,0.018,0.008,0.178,0.025,0.009,0.005,0.007,0.034,0.025,0.005,0,0.002,0.001,0,0,4.283,0.00
1,3.58,2.59,0.273,0.019,0.008,0.176,0.025,0.009,0.005,0.008,0.036,0.025,0.005,0,0.003,0.002,0,0,4.372,0.00
1,3.5,2.6,0.3311,0.0156,0.008,0.1721,0.0297,0.0108,0.0034,0.0082,0.037,0.0207,0.0065,0.0014,0.0024,0.0039,0.0064,0.0004,4.29,0.00
1,3.52,2.66,0.3356,0.0151,0.0077,0.1703,0.03,0.0103,0.0033,0.0083,0.041,0.0208,0.0064,0.0014,0.0027,0.0036,0.0072,0.0041,4.32,0.00
1,3.55,2.72,0.3407,0.0135,0.0067,0.166,0.0303,0.0093,0.003,0.0083,0.039,0.0215,0.007,0.0014,0.0029,0.0019,0.008,0.0083,4.38,0.00
1,3.54,2.7,0.3363,0.0149,0.0086,0.1692,0.03,0.0097,0.003,0.0079,0.039,0.021,0.0067,0.0014,0.0028,0.0026,0.0088,0.0091,4.36,0.00
1,3.51,2.65,0.3304,0.0138,0.008,0.1689,0.0293,0.0094,0.0022,0.0072,0.036,0.0208,0.0064,0.0012,0.0026,0.001,0.0085,0.0047,4.26,0.00
1,3.5,2.65,0.3338,0.0149,0.0061,0.165,0.0296,0.01,0.003,0.0076,0.034,0.0208,0.0063,0.0013,0.0026,0.0028,0.0074,0.0054,4.25,0.00
0,3.63,2.76,0.3256,0.012,0.0065,0.1705,0.0298,0.0072,0.0015,0.0077,0.038,0.0239,0.0077,0.0013,0.0032,0,0.0098,0.0135,4.47,0.00
0,3.63,2.76,0.3256,0.012,0.0065,0.1705,0.0298,0.0072,0.0015,0.0077,0.038,0.0239,0.0077,0.0013,0.0032,0,0.0098,0.0135,4.47,0.00
0,3.59,2.65,0.3191,0.0157,0.0066,0.1802,0.0298,0.0092,0.0025,0.008,0.039,0.0222,0.0065,0.0013,0.0028,0.0019,0.008,0.0088,4.39,0.00
0,3.64,2.76,0.3261,0.0146,0.0055,0.1768,0.0301,0.008,0.0024,0.0082,0.041,0.0232,0.0068,0.0013,0.0031,0.001,0.009,0.0146,4.47,0.00
0,3.58,2.69,0.3213,0.0146,0.0068,0.1772,0.0298,0.0087,0.0024,0.0082,0.039,0.0227,0.0065,0.0013,0.0028,0.0016,0.0083,0.0056,4.4,0.00
0,3.66,2.71,0.3235,0.0163,0.0069,0.1786,0.0299,0.0092,0.0028,0.0089,0.041,0.0225,0.0071,0.0014,0.0029,0.0025,0.0074,0.011,4.48,0.00
0,3.57,2.66,0.3227,0.0169,0.0086,0.175,0.0298,0.0097,0.0026,0.0085,0.039,0.0218,0.0062,0.0014,0.0026,0.0026,0.0079,0.0068,4.38,0.00
0,3.6,2.59,0.289,0.02,0.009,0.154,0.029,0.009,0.006,0.008,0.037,0.022,0.005,0.001,0.003,0,0,0,4.386,0.00
0,3.54,2.55,0.282,0.018,0.008,0.156,0.028,0.01,0.006,0.008,0.033,0.021,0.005,0.001,0.003,0,0,0,4.314,0.00
0,3.59,2.58,0.283,0.018,0.008,0.154,0.028,0.009,0.006,0.008,0.034,0.021,0.005,0.001,0.003,0,0,0,4.372,0.00
0,3.54,2.6,0.287,0.017,0.008,0.153,0.028,0.009,0.006,0.008,0.031,0.022,0.005,0.001,0.003,0,0,0,4.332,0.00
0,3.57,2.6,0.288,0.019,0.008,0.159,0.028,0.009,0.006,0.008,0.039,0.021,0.005,0.001,0.003,0,0,0,4.365,0.00
0,3.56,2.6,0.294,0.019,0.009,0.172,0.028,0.009,0.006,0.007,0.037,0.021,0.005,0.001,0.003,0.001,0,0,4.353,0.00
0,3.67,2.6,0.31,0.022,0.01,0.171,0.033,0.01,0.007,0.008,0.032,0.02,0.005,0.001,0.003,0.001,0,0,4.46,0.00
0,3.73,2.62,0.31,0.023,0.01,0.171,0.033,0.01,0.007,0.008,0.034,0.02,0.005,0.001,0.003,0.001,0,0,4.53,0.00
0,3.71,2.61,0.309,0.022,0.01,0.17,0.033,0.01,0.006,0.008,0.032,0.02,0.005,0.001,0.003,0,0,0,4.511,0.00
1,3.65,2.6,0.309,0.024,0.01,0.171,0.033,0.01,0.006,0.008,0.035,0.02,0.005,0.001,0.003,0,0,0,4.54,0.00
1,3.63,2.6,0.31,0.022,0.01,0.168,0.033,0.01,0.006,0.008,0.034,0.02,0.005,0.001,0.003,0,0,0,4.423,0.00
1,3.73,2.58,0.311,0.023,0.01,0.165,0.034,0.01,0.006,0.008,0.034,0.019,0.005,0.001,0.003,0,0,0,4.513,0.00
0,3.51,2.55,0.328,0.019,0.008,0.159,0.027,0.01,0.006,0.006,0.034,0.02,0.005,0,0.002,0.001,0,0,4.288,0.00
0,3.54,2.68,0.325,0.017,0.008,0.151,0.027,0.009,0.007,0.006,0.035,0.02,0.006,0,0.003,0,0,0,4.358,0.00
0,3.56,2.59,0.331,0.018,0.008,0.158,0.028,0.009,0.006,0.006,0.035,0.02,0.006,0,0.003,0.001,0,0,4.345,0.00
1,3.55,2.61,0.329,0.018,0.012,0.159,0.027,0.01,0.006,0.006,0.04,0.02,0.006,0,0.003,0.001,0,0,4.34,0.00
1,3.5,2.58,0.327,0.018,0.008,0.159,0.028,0.01,0.006,0.006,0.034,0.02,0.006,0,0.003,0.001,0,0,4.281,0.00
1,3.57,2.6,0.332,0.019,0.01,0.161,0.029,0.011,0.007,0.007,0.043,0.02,0.006,0,0.003,0.002,0,0,4.357,0.00
0,3.61,2.63,0.329,0.018,0.008,0.175,0.028,0.009,0.006,0.007,0.036,0.019,0.006,0,0.003,0,0,0,4.407,0.00
0,3.64,2.61,0.333,0.019,0.008,0.181,0.028,0.01,0.006,0.007,0.036,0.019,0.006,0.001,0.003,0,0,0,4.428,0.00
0,3.63,2.53,0.334,0.02,0.008,0.185,0.028,0.01,0.007,0.007,0.036,0.019,0.006,0.001,0.003,0.001,0,0,4.401,0.00
0,3.56,2.53,0.335,0.02,0.008,0.185,0.028,0.01,0.006,0.007,0.035,0.019,0.005,0.001,0.003,0.001,0,0,4.324,0.00
0,3.61,2.54,0.335,0.02,0.011,0.184,0.028,0.01,0.007,0.007,0.044,0.019,0.006,0.001,0.003,0.001,0,0,4.377,0.00
0,3.63,2.55,0.335,0.019,0.01,0.183,0.028,0.01,0.007,0.007,0.04,0.019,0.006,0.001,0.003,0.001,0,0,4.403,0.00
1,3.63,2.63,0.349,0.022,0.009,0.161,0.032,0.011,0.007,0.008,0.034,0.02,0.006,0.001,0.003,0.001,0,0,4.429,0.45
1,3.62,2.69,0.355,0.021,0.009,0.165,0.03,0.01,0.008,0.008,0.037,0.02,0.006,0.001,0.003,0.002,0,0,4.436,0.45
1,3.65,2.56,0.352,0.021,0.009,0.162,0.03,0.01,0.007,0.008,0.033,0.02,0.005,0.001,0.003,0.002,0,0,4.422,0.45
1,3.55,2.59,0.343,0.02,0.011,0.156,0.029,0.009,0.007,0.007,0.032,0.02,0.006,0.001,0.002,0,0,0,4.333,0.45
1,3.57,2.66,0.35,0.02,0.008,0.16,0.03,0.009,0.008,0.008,0.032,0.02,0.006,0.001,0.003,0.002,0,0,4.519,0.45
1,3.58,2.59,0.347,0.02,0.008,0.159,0.029,0.009,0.007,0.008,0.03,0.02,0.006,0.001,0.003,0.001,0,0,4.365,0.45
0,3.55,2.5,0.333,0.02,0.009,0.176,0.028,0.01,0.006,0.007,0.032,0.019,0.006,0.001,0.003,0.001,0,0,4.308,0.00
0,3.62,2.54,0.333,0.02,0.008,0.174,0.028,0.009,0.006,0.007,0.033,0.019,0.006,0.001,0.003,0.001,0,0,4.393,0.00
0,3.61,2.54,0.332,0.02,0.008,0.174,0.028,0.009,0.006,0.007,0.033,0.019,0.007,0.001,0.003,0.001,0,0,4.379,0.00
1,3.53,2.53,0.327,0.018,0.016,0.17,0.027,0.009,0.006,0.006,0.038,0.019,0.006,0.001,0.002,0,0,0,4.293,0.45
1,3.52,2.54,0.332,0.02,0.008,0.166,0.028,0.009,0.006,0.006,0.033,0.019,0.006,0.001,0.003,0,0,0,4.252,0.45
1,3.64,2.65,0.331,0.02,0.008,0.153,0.027,0.009,0.006,0.007,0.037,0.019,0.008,0.001,0.003,0.001,0,0,4.448,0.45
1,3.52,2.52,0.321,0.021,0.008,0.199,0.029,0.009,0.006,0.007,0.031,0.02,0.005,0.001,0.002,0,0,0,4.287,2.48
1,3.59,2.59,0.319,0.02,0.009,0.194,0.029,0.009,0.006,0.007,0.031,0.02,0.005,0.001,0.002,0,0,0,4.375,2.48
1,3.53,2.59,0.318,0.02,0.008,0.19,0.029,0.008,0.006,0.007,0.033,0.02,0.005,0.001,0.002,0,0,0,4.291,2.48
1,3.6,2.61,0.32,0.02,0.009,0.193,0.029,0.009,0.007,0.007,0.032,0.02,0.005,0.001,0.003,0,0,0,4.395,2.48
1,3.64,2.57,0.326,0.021,0.009,0.197,0.03,0.009,0.007,0.008,0.032,0.02,0.006,0.001,0.003,0.001,0,0,4.42,2.48
1,3.6,2.6,0.314,0.022,0.009,0.179,0.03,0.009,0.007,0.007,0.029,0.02,0.005,0.001,0.003,0,0,0,4.389,2.48
0,3.55,2.57,0.315,0.018,0.008,0.179,0.028,0.009,0.007,0.007,0.032,0.021,0.005,0.001,0.003,0.001,0,0,4.257,0.00
0,3.52,2.58,0.313,0.019,0.007,0.179,0.028,0.009,0.007,0.007,0.033,0.021,0.006,0.001,0.003,0.002,0,0,4.31,0.00
0,3.56,2.6,0.315,0.018,0.007,0.179,0.028,0.009,0.007,0.007,0.032,0.021,0.006,0.001,0.003,0.001,0,0,4.35,0.00
0,3.62,2.6,0.313,0.019,0.008,0.173,0.028,0.009,0.007,0.007,0.031,0.02,0.006,0.001,0.003,0.001,0,0,4.413,0.00
0,3.53,2.6,0.315,0.018,0.008,0.178,0.028,0.009,0.007,0.007,0.031,0.021,0.006,0.001,0.003,0.001,0,0,4.32,0.00
0,3.61,2.61,0.318,0.019,0.008,0.16,0.028,0.009,0.007,0.008,0.031,0.021,0.006,0.001,0.003,0.002,0,0,4.408,0.00
0,3.52,2.54,0.307,0.018,0.008,0.175,0.029,0.009,0.006,0.007,0.03,0.02,0.005,0.001,0.003,0.001,0,0,4.203,0.00
0,3.52,2.56,0.307,0.02,0.009,0.176,0.029,0.009,0.006,0.008,0.033,0.02,0.006,0.001,0.003,0.001,0,0,4.235,0.00
0,3.52,2.55,0.31,0.019,0.008,0.175,0.029,0.009,0.007,0.008,0.031,0.02,0.007,0.001,0.003,0.001,0,0,4.227,0.00
0,3.52,2.56,0.31,0.019,0.008,0.176,0.029,0.009,0.006,0.008,0.031,0.02,0.005,0,0.003,0.002,0,0,4.271,0.00
0,3.52,2.63,0.308,0.019,0.01,0.169,0.029,0.009,0.007,0.007,0.031,0.02,0.006,0.001,0.003,0.001,0,0,4.296,0.00
0,3.51,2.52,0.32,0.02,0.01,0.174,0.029,0.009,0.007,0.007,0.028,0.021,0.005,0.001,0.003,0.001,0,0,4.226,0.00
1,3.56,2.55,0.314,0.018,0.009,0.19,0.028,0.009,0.007,0.007,0.031,0.02,0.006,0.001,0.003,0.001,0,0,4.338,2.48
1,3.56,2.52,0.314,0.018,0.007,0.192,0.029,0.009,0.007,0.007,0.03,0.02,0.005,0.001,0.003,0.001,0,0,4.128,2.48
1,3.7,2.62,0.315,0.019,0.009,0.189,0.029,0.009,0.007,0.007,0.036,0.02,0.006,0.001,0.003,0.001,0,0,4.5,2.48
1,3.58,2.58,0.314,0.018,0.008,0.187,0.028,0.009,0.007,0.007,0.034,0.021,0.006,0.001,0.003,0.001,0,0,4.37,2.48
1,3.73,2.62,0.317,0.021,0.008,0.187,0.029,0.009,0.007,0.008,0.033,0.021,0.005,0.001,0.003,0.002,0,0,4.529,2.48
1,3.58,2.67,0.313,0.02,0.009,0.164,0.028,0.008,0.007,0.007,0.035,0.021,0.006,0.001,0.003,0,0,0,4.393,2.48
0,3.5,2.56,0.319,0.021,0.009,0.183,0.031,0.01,0.006,0.009,0.036,0.02,0.005,0.001,0.002,0.001,0,0,4.279,0.00
0,3.52,2.56,0.321,0.021,0.009,0.184,0.031,0.01,0.006,0.009,0.037,0.02,0.005,0.001,0.003,0.002,0,0,4.296,0.00
0,3.55,2.56,0.32,0.021,0.008,0.183,0.031,0.01,0.007,0.009,0.033,0.02,0.005,0.001,0.003,0.001,0,0,4.255,0.00
0,3.56,2.58,0.323,0.021,0.01,0.184,0.031,0.01,0.007,0.009,0.038,0.02,0.005,0.001,0.003,0.001,0,0,4.344,0.00
0,3.55,2.59,0.323,0.022,0.008,0.183,0.031,0.01,0.007,0.009,0.034,0.02,0.005,0.001,0.003,0.001,0,0,4.334,0.00
0,3.57,2.59,0.344,0.024,0.009,0.197,0.033,0.01,0.007,0.011,0.035,0.021,0.004,0.001,0.003,0.002,0,0,4.36,0.00
1,3.54,2.65,0.344,0.022,0.008,0.191,0.033,0.01,0.007,0.01,0.04,0.021,0.006,0.001,0.003,0.001,0,0,4.347,3.22
1,3.64,2.66,0.343,0.024,0.01,0.19,0.033,0.01,0.007,0.01,0.039,0.021,0.005,0.001,0.003,0.001,0,0,4.451,3.22
1,3.61,2.67,0.321,0.021,0.008,0.179,0.031,0.009,0.007,0.009,0.036,0.02,0.006,0.001,0.003,0,0,0,4.42,3.22
1,3.56,2.66,0.345,0.024,0.011,0.195,0.033,0.01,0.007,0.011,0.045,0.021,0.006,0.001,0.003,0.001,0,0,4.373,3.22
1,3.63,2.65,0.346,0.024,0.01,0.195,0.033,0.01,0.007,0.011,0.041,0.021,0.005,0.001,0.003,0.002,0,0,4.435,3.22
1,3.53,2.59,0.344,0.025,0.01,0.197,0.033,0.01,0.007,0.01,0.04,0.02,0.005,0.001,0.003,0.001,0,0,4.322,3.22
0,3.5,2.48,0.314,0.024,0.009,0.166,0.033,0.009,0.007,0.008,0.034,0.02,0.006,0.001,0.002,0,0,0,4.195,2.89
0,3.5,2.47,0.316,0.024,0.009,0.171,0.033,0.01,0.007,0.009,0.037,0.02,0.006,0.001,0.002,0.001,0,0,4.152,2.89
0,3.5,2.56,0.312,0.021,0.009,0.166,0.033,0.009,0.008,0.008,0.036,0.021,0.007,0.001,0.003,0,0,0,4.269,2.89
1,3.5,2.53,0.318,0.024,0.01,0.167,0.033,0.009,0.007,0.009,0.038,0.021,0.006,0.001,0.003,0,0,0,4.267,0.00
1,3.6,2.62,0.314,0.024,0.01,0.162,0.033,0.009,0.008,0.009,0.041,0.021,0.006,0.001,0.003,0,0,0,4.398,0.00
1,3.66,2.73,0.312,0.023,0.009,0.149,0.032,0.009,0.008,0.008,0.04,0.021,0.008,0.001,0.003,0,0,0,4.49,0.00
0,3.54,2.45,0.317,0.018,0.009,0.168,0.029,0.009,0.008,0.007,0.033,0.02,0.006,0.001,0.003,0.001,0,0,4.284,2.89
0,3.51,2.4,0.315,0.018,0.01,0.165,0.028,0.009,0.008,0.007,0.031,0.02,0.006,0,0.003,0,0,0,4.242,2.89
0,3.5,2.39,0.319,0.018,0.009,0.171,0.029,0.009,0.008,0.007,0.03,0.021,0.006,0.001,0.003,0.001,0,0,4.229,2.89
1,3.5,2.41,0.314,0.019,0.009,0.165,0.028,0.009,0.008,0.007,0.031,0.02,0.005,0,0.003,0,0,0,4.231,0.00
1,3.54,2.45,0.321,0.018,0.009,0.167,0.029,0.009,0.008,0.007,0.032,0.021,0.006,0.001,0.003,0.001,0,0,4.281,0.00
1,3.53,2.5,0.323,0.019,0.009,0.16,0.029,0.009,0.008,0.007,0.033,0.02,0.006,0.001,0.003,0.001,0,0,4.292,0.00
0,3.55,2.45,0.32,0.019,0.01,0.168,0.029,0.009,0.009,0.008,0.033,0.021,0.007,0.001,0.003,0.003,0,0,4.29,3.70
0,3.56,2.41,0.32,0.019,0.009,0.169,0.029,0.009,0.009,0.008,0.035,0.021,0.007,0.001,0.003,0.003,0,0,4.292,3.70
0,3.61,2.43,0.322,0.019,0.01,0.169,0.029,0.009,0.009,0.008,0.037,0.021,0.007,0.001,0.003,0.004,0,0,4.351,3.70
0,3.61,2.43,0.322,0.019,0.01,0.169,0.029,0.009,0.009,0.008,0.037,0.021,0.007,0.001,0.003,0.004,0,0,4.351,3.70
1,3.62,2.56,0.317,0.016,0.009,0.161,0.029,0.008,0.009,0.007,0.036,0.021,0.007,0.001,0.003,0.002,0,0,4.395,2.43
1,3.55,2.39,0.322,0.018,0.01,0.17,0.029,0.009,0.009,0.008,0.035,0.02,0.007,0.001,0.003,0.003,0,0,4.276,2.43
1,3.51,2.34,0.318,0.02,0.009,0.169,0.028,0.009,0.008,0.007,0.032,0.02,0.006,0.001,0.003,0.002,0,0,4.218,2.43
0,3.55,2.57,0.308,0.017,0.008,0.174,0.028,0.008,0.007,0.007,0.034,0.02,0.007,0.001,0.003,0.002,0,0,4.327,3.70
0,3.52,2.52,0.305,0.017,0.009,0.176,0.028,0.009,0.007,0.007,0.035,0.02,0.006,0.001,0.003,0.002,0,0,4.255,3.70
0,3.52,2.56,0.306,0.016,0.009,0.174,0.028,0.008,0.008,0.007,0.03,0.021,0.006,0.001,0.003,0.002,0,0,4.266,3.70
1,3.56,2.49,0.309,0.018,0.01,0.176,0.029,0.009,0.008,0.008,0.036,0.021,0.007,0.001,0.003,0.002,0,0,4.319,2.43
1,3.63,2.53,0.31,0.018,0.01,0.176,0.028,0.009,0.007,0.007,0.034,0.021,0.007,0.001,0.003,0.002,0,0,4.401,2.43
1,3.6,2.52,0.309,0.019,0.01,0.176,0.029,0.009,0.007,0.007,0.035,0.021,0.006,0.001,0.003,0.002,0,0,4.37,2.43
0,3.54,2.67,0.289,0.018,0.007,0.181,0.029,0.008,0.007,0.007,0.037,0.021,0.006,0.001,0.003,0.002,0,0,4.2,0.77
0,3.54,2.68,0.291,0.019,0.008,0.206,0.029,0.009,0.007,0.007,0.036,0.02,0.006,0.001,0.003,0.001,0,0,4.253,0.77
0,3.52,2.7,0.29,0.018,0.008,0.181,0.029,0.008,0.007,0.007,0.039,0.021,0.006,0.001,0.003,0.001,0,0,4.279,0.77
0,3.53,2.67,0.29,0.019,0.008,0.181,0.029,0.009,0.007,0.007,0.036,0.02,0.007,0.001,0.003,0.002,0,0,4.344,0.77
1,3.54,2.68,0.287,0.018,0.008,0.175,0.029,0.008,0.007,0.006,0.033,0.021,0.007,0.001,0.002,0.001,0,0,4.251,0.00
1,3.59,2.71,0.294,0.019,0.007,0.175,0.03,0.008,0.007,0.007,0.037,0.021,0.007,0.001,0.003,0.002,0,0,4.411,0.00
1,3.58,2.69,0.302,0.021,0.008,0.159,0.031,0.009,0.007,0.008,0.038,0.021,0.007,0.001,0.003,0.002,0,0,4.397,0.00
0,3.61,2.67,0.304,0.019,0.007,0.157,0.03,0.008,0.008,0.007,0.042,0.02,0.007,0.001,0.003,0,0,0,4.425,0.77
0,3.5,2.6,0.316,0.018,0.008,0.168,0.031,0.01,0.009,0.008,0.048,0.02,0.007,0.001,0.003,0.004,0,0,4.25,0.77
0,3.53,2.55,0.313,0.018,0.008,0.167,0.03,0.01,0.008,0.008,0.041,0.019,0.006,0.001,0.003,0.003,0,0,4.212,0.77
1,3.51,2.53,0.311,0.017,0.007,0.164,0.03,0.009,0.008,0.008,0.04,0.019,0.007,0.001,0.003,0.002,0,0,4.067,0.00
1,3.51,2.56,0.308,0.017,0.007,0.16,0.03,0.009,0.008,0.007,0.038,0.019,0.007,0.001,0.003,0.001,0,0,4.099,0.00
1,3.5,2.58,0.307,0.017,0.006,0.151,0.031,0.009,0.008,0.007,0.039,0.02,0.008,0.001,0.003,0.001,0,0,4.2,0.00
1,3.56,2.57,0.323,0.019,0.007,0.175,0.03,0.009,0.008,0.008,0.035,0.019,0.006,0.001,0.003,0.002,0,0,4.34,0.00
1,3.5,2.49,0.323,0.02,0.009,0.178,0.03,0.01,0.007,0.008,0.039,0.019,0.006,0.001,0.003,0.002,0,0,4.255,0.00
1,3.54,2.51,0.326,0.019,0.008,0.178,0.029,0.01,0.007,0.008,0.034,0.019,0.006,0.001,0.003,0.001,0,0,4.305,0.00
1,3.53,2.56,0.325,0.019,0.008,0.176,0.029,0.01,0.007,0.007,0.037,0.019,0.006,0.001,0.003,0.002,0,0,4.309,0.00
1,3.54,2.49,0.322,0.02,0.008,0.174,0.031,0.01,0.007,0.007,0.033,0.019,0.006,0.001,0.003,0.001,0,0,4.295,0.00
1,3.62,2.63,0.318,0.018,0.009,0.154,0.031,0.009,0.007,0.007,0.035,0.019,0.006,0.001,0.003,0,0,0,4.422,0.00
0,3.64,2.61,0.32,0.019,0.007,0.171,0.028,0.009,0.008,0.007,0.038,0.021,0.006,0.001,0.003,0.002,0,0,4.432,0.39
0,3.52,2.63,0.316,0.019,0.008,0.166,0.027,0.008,0.007,0.007,0.035,0.02,0.006,0.001,0.003,0.001,0,0,4.326,0.39
0,3.57,2.57,0.32,0.021,0.01,0.172,0.028,0.009,0.007,0.007,0.038,0.02,0.006,0.001,0.003,0.002,0,0,4.353,0.39
0,3.55,2.52,0.32,0.02,0.008,0.173,0.028,0.009,0.007,0.007,0.035,0.02,0.005,0.001,0.003,0.002,0,0,4.316,0.39
0,3.6,2.57,0.316,0.019,0.008,0.169,0.027,0.009,0.007,0.007,0.036,0.02,0.006,0.001,0.003,0.001,0,0,4.381,0.39
0,3.58,2.54,0.318,0.019,0.009,0.17,0.028,0.009,0.007,0.007,0.038,0.02,0.006,0.001,0.003,0.002,0,0,4.354,0.39
0,3.51,2.47,0.324,0.021,0.008,0.188,0.029,0.009,0.007,0.007,0.032,0.02,0.005,0.001,0.003,0.001,0,0,4.208,0.39
0,3.52,2.44,0.325,0.021,0.008,0.188,0.029,0.009,0.007,0.007,0.033,0.02,0.005,0.001,0.003,0.001,0,0,4.207,0.39
0,3.52,2.46,0.323,0.02,0.007,0.185,0.028,0.008,0.007,0.007,0.035,0.02,0.006,0.001,0.002,0,0,0,4.108,0.39
0,3.51,2.52,0.321,0.019,0.009,0.183,0.028,0.008,0.007,0.007,0.035,0.021,0.005,0.001,0.003,0,0,0,4.249,0.39
0,3.56,2.49,0.329,0.022,0.008,0.189,0.029,0.009,0.008,0.008,0.034,0.021,0.006,0.001,0.003,0.002,0,0,4.318,0.39
0,3.5,2.4,0.328,0.023,0.009,0.186,0.029,0.01,0.007,0.007,0.033,0.02,0.005,0.001,0.003,0.002,0,0,4.211,0.39
1,3.58,2.76,0.345,0.02,0.007,0.171,0.033,0.009,0.008,0.009,0.036,0.021,0.006,0.001,0.003,0.002,0,0,4.422,10.29
1,3.54,2.67,0.344,0.021,0.008,0.175,0.033,0.01,0.007,0.009,0.037,0.02,0.005,0.001,0.003,0.002,0,0,4.353,10.29
1,3.59,2.69,0.344,0.02,0.008,0.174,0.033,0.01,0.008,0.009,0.036,0.02,0.006,0.001,0.003,0.002,0,0,4.412,10.29
